groupSampleSegment,groupNumWorkers,groupNumVehicles,groupModeTypeBroad,trip_type,numTripRecords,sumTripWeight,numHhRecords,sumHhWeight,tripsPerHh,tripTypeLabel
Ir,-1,4,995,7,11,82.6,31,3072.29,0.026885482815749814,Non-home-based non-work
Ir,-1,4,1,7,13,0.0,31,3072.29,0.0,Non-home-based non-work
Ir,2,4,-1,7,52,5042.51,12,2520.07,2.0009404500668633,Non-home-based non-work
Ir,2,4,5,7,2,491.13,12,2520.07,0.19488744360275706,Non-home-based non-work
Ir,2,4,3,7,43,4468.78,12,2520.07,1.7732761391548646,Non-home-based non-work
Ir,2,4,1,7,3,0.0,12,2520.07,0.0,Non-home-based non-work
Ir,2,4,1001,7,3,0.0,12,2520.07,0.0,Non-home-based non-work
Ir,2,4,995,7,4,82.6,12,2520.07,0.032776867309241405,Non-home-based non-work
Un,0,-1,-1,7,217,14375.3,151,11303.18,1.2717925397985346,Non-home-based non-work
Un,0,-1,5,7,3,710.88,151,11303.18,0.0628920356926104,Non-home-based non-work
Un,0,-1,3,7,139,11347.1,151,11303.18,1.003885632184925,Non-home-based non-work
Un,0,-1,1,7,53,1770.11,151,11303.18,0.15660283212334936,Non-home-based non-work
Un,0,-1,1001,7,74,2317.33,151,11303.18,0.20501575662778085,Non-home-based non-work
Un,0,-1,4,7,11,511.62,151,11303.18,0.04526336836182384,Non-home-based non-work
Un,0,-1,995,7,1,0.0,151,11303.18,0.0,Non-home-based non-work
Un,0,-1,2,7,10,35.6,151,11303.18,0.0031495561426076557,Non-home-based non-work
Un,0,1,-1,7,102,11646.71,86,8750.26,1.331013021327366,Non-home-based non-work
Un,0,1,5,7,1,628.93,86,8750.26,0.07187557855423723,Non-home-based non-work
Un,0,1,3,7,84,10658.72,86,8750.26,1.2181032335039186,Non-home-based non-work
Un,0,1,1,7,13,330.32,86,8750.26,0.037749735436432744,Non-home-based non-work
Un,0,1,1001,7,16,359.06,86,8750.26,0.04103420926921029,Non-home-based non-work
Un,0,1,4,7,3,28.74,86,8750.26,0.00328447383277754,Non-home-based non-work
Un,0,1,995,7,1,0.0,86,8750.26,0.0,Non-home-based non-work
We,0,5,-1,7,42,8384.56,2,859.0,9.760838183934807,Non-home-based non-work
We,0,5,5,7,3,0.0,2,859.0,0.0,Non-home-based non-work
We,0,5,3,7,39,8384.56,2,859.0,9.760838183934807,Non-home-based non-work
Da,1,4,-1,7,83,2355.92,9,956.52,2.4630117509304563,Non-home-based non-work
Da,1,4,3,7,79,2323.17,9,956.52,2.4287730523146407,Non-home-based non-work
Da,1,4,5,7,1,0.0,9,956.52,0.0,Non-home-based non-work
Da,1,4,1,7,3,32.75,9,956.52,0.03423869861581567,Non-home-based non-work
Da,1,4,1001,7,3,32.75,9,956.52,0.03423869861581567,Non-home-based non-work
WF,1,4,-1,7,283,8336.05,45,4896.6,1.702415962096148,Non-home-based non-work
WF,1,4,3,7,264,8281.77,45,4896.6,1.6913307192745988,Non-home-based non-work
WF,1,4,5,7,5,0.0,45,4896.6,0.0,Non-home-based non-work
WF,1,4,995,7,1,0.0,45,4896.6,0.0,Non-home-based non-work
WF,1,4,1,7,13,54.28,45,4896.6,0.011085242821549646,Non-home-based non-work
WF,1,4,1001,7,13,54.28,45,4896.6,0.011085242821549646,Non-home-based non-work
TT,1,4,-1,7,788,41247.75,87,13971.84,2.952206008657414,Non-home-based non-work
TT,1,4,3,7,709,38513.52,87,13971.84,2.75651023773533,Non-home-based non-work
TT,1,4,2,7,15,0.0,87,13971.84,0.0,Non-home-based non-work
TT,1,4,1001,7,43,443.41,87,13971.84,0.03173597750904677,Non-home-based non-work
TT,1,4,5,7,15,575.65,87,13971.84,0.04120072946727131,Non-home-based non-work
TT,1,4,1,7,28,443.41,87,13971.84,0.03173597750904677,Non-home-based non-work
TT,1,4,995,7,21,1715.18,87,13971.84,0.12275977967110989,Non-home-based non-work
Da,2,1,-1,7,152,1260.0,13,353.83,3.561032134075686,Non-home-based non-work
Da,2,1,3,7,138,1234.37,13,353.83,3.4885962185230195,Non-home-based non-work
Da,2,1,1,7,11,12.81,13,353.83,0.036203826696436146,Non-home-based non-work
Da,2,1,1001,7,12,19.22,13,353.83,0.05431987112455134,Non-home-based non-work
Da,2,1,995,7,2,6.41,13,353.83,0.018116044428115197,Non-home-based non-work
Da,2,1,2,7,1,6.41,13,353.83,0.018116044428115197,Non-home-based non-work
Ut,4,5,-1,7,141,139.93,4,1007.05,0.1389503996822402,Non-home-based non-work
Ut,4,5,3,7,118,73.85,4,1007.05,0.07333300233354847,Non-home-based non-work
Ut,4,5,1,7,17,46.64,4,1007.05,0.04631348989623157,Non-home-based non-work
Ut,4,5,1001,7,21,62.19,4,1007.05,0.061754629859490595,Non-home-based non-work
Ut,4,5,4,7,4,15.55,4,1007.05,0.015441139963259026,Non-home-based non-work
Ut,4,5,995,7,2,3.89,4,1007.05,0.0038627674892011323,Non-home-based non-work
Un,-1,0,-1,7,215,8233.4,210,7360.17,1.1186426400477163,Non-home-based non-work
Un,-1,0,3,7,74,2752.09,210,7360.17,0.3739166350777224,Non-home-based non-work
Un,-1,0,4,7,19,937.2,210,7360.17,0.12733401538279687,Non-home-based non-work
Un,-1,0,1001,7,132,5154.01,210,7360.17,0.7002569234134538,Non-home-based non-work
Un,-1,0,1,7,96,4151.21,210,7360.17,0.5640100704195691,Non-home-based non-work
Un,-1,0,2,7,17,65.6,210,7360.17,0.008912837611087786,Non-home-based non-work
Un,-1,0,5,7,7,327.3,210,7360.17,0.044469081556540134,Non-home-based non-work
Un,-1,0,995,7,2,0.0,210,7360.17,0.0,Non-home-based non-work
Un,2,0,-1,7,66,2083.32,39,1125.5,1.8510173256330522,Non-home-based non-work
Un,2,0,2,7,12,0.0,39,1125.5,0.0,Non-home-based non-work
Un,2,0,1001,7,44,1480.21,39,1125.5,1.3151577076854732,Non-home-based non-work
Un,2,0,3,7,18,461.26,39,1125.5,0.40982674366948024,Non-home-based non-work
Un,2,0,5,7,2,141.85,39,1125.5,0.12603287427809862,Non-home-based non-work
Un,2,0,4,7,5,187.83,39,1125.5,0.1668858285206575,Non-home-based non-work
Un,2,0,1,7,27,1292.38,39,1125.5,1.1482718791648157,Non-home-based non-work
Un,2,0,995,7,2,0.0,39,1125.5,0.0,Non-home-based non-work
TT,2,0,-1,7,354,5112.36,80,4840.76,1.0561068923061667,Non-home-based non-work
TT,2,0,1,7,154,2690.38,80,4840.76,0.555776365694643,Non-home-based non-work
TT,2,0,1001,7,243,3484.18,80,4840.76,0.7197588808368933,Non-home-based non-work
TT,2,0,3,7,99,1486.32,80,4840.76,0.30704269577504356,Non-home-based non-work
TT,2,0,4,7,41,358.0,80,4840.76,0.07395532932845256,Non-home-based non-work
TT,2,0,2,7,48,435.8,80,4840.76,0.09002718581379783,Non-home-based non-work
TT,2,0,5,7,3,141.85,80,4840.76,0.029303249902907804,Non-home-based non-work
TT,2,0,995,7,9,0.0,80,4840.76,0.0,Non-home-based non-work
Sa,1,4,-1,7,119,5634.1,22,1938.77,2.9060177328925043,Non-home-based non-work
Sa,1,4,3,7,114,5634.1,22,1938.77,2.9060177328925043,Non-home-based non-work
Sa,1,4,995,7,1,0.0,22,1938.77,0.0,Non-home-based non-work
Sa,1,4,1,7,4,0.0,22,1938.77,0.0,Non-home-based non-work
Sa,1,4,1001,7,4,0.0,22,1938.77,0.0,Non-home-based non-work
Sa,3,1,-1,7,123,6960.44,29,4599.11,1.5134319466157582,Non-home-based non-work
Sa,3,1,1,7,6,250.83,29,4599.11,0.054538812944243564,Non-home-based non-work
Sa,3,1,1001,7,9,250.83,29,4599.11,0.054538812944243564,Non-home-based non-work
Sa,3,1,3,7,110,6361.75,29,4599.11,1.3832567605471495,Non-home-based non-work
Sa,3,1,4,7,3,0.0,29,4599.11,0.0,Non-home-based non-work
Sa,3,1,995,7,1,250.23,29,4599.11,0.05440835292045635,Non-home-based non-work
Sa,3,1,5,7,3,97.63,29,4599.11,0.02122802020390902,Non-home-based non-work
WF,3,1,-1,7,256,22630.98,49,6836.16,3.3104813228479144,Non-home-based non-work
WF,3,1,1,7,30,420.42,49,6836.16,0.061499438281140295,Non-home-based non-work
WF,3,1,1001,7,35,451.15,49,6836.16,0.06599465196835651,Non-home-based non-work
WF,3,1,3,7,211,21817.9,49,6836.16,3.191543205542293,Non-home-based non-work
WF,3,1,5,7,6,99.51,49,6836.16,0.014556417637972196,Non-home-based non-work
WF,3,1,4,7,5,30.73,49,6836.16,0.004495213687216215,Non-home-based non-work
WF,3,1,995,7,4,262.42,49,6836.16,0.03838704769929317,Non-home-based non-work
TT,3,1,-1,7,366,25489.14,139,10214.71,2.4953366272757624,Non-home-based non-work
TT,3,1,3,7,301,24149.18,139,10214.71,2.364157181163244,Non-home-based non-work
TT,3,1,995,7,13,266.33,139,10214.71,0.0260731826943692,Non-home-based non-work
TT,3,1,1,7,38,921.28,139,10214.71,0.0901914983391599,Non-home-based non-work
TT,3,1,1001,7,44,962.69,139,10214.71,0.09424545581812897,Non-home-based non-work
TT,3,1,5,7,8,110.93,139,10214.71,0.010859828619706288,Non-home-based non-work
TT,3,1,2,7,1,10.68,139,10214.71,0.0010455509750154435,Non-home-based non-work
TT,3,1,4,7,5,30.73,139,10214.71,0.0030084065039536123,Non-home-based non-work
Mo,-1,5,-1,7,81,372.48,7,1204.42,0.309260889058634,Non-home-based non-work
Mo,-1,5,3,7,65,261.09,7,1204.42,0.21677653974527156,Non-home-based non-work
Mo,-1,5,1,7,15,97.47,7,1204.42,0.08092691918101658,Non-home-based non-work
Mo,-1,5,1001,7,15,97.47,7,1204.42,0.08092691918101658,Non-home-based non-work
Mo,-1,5,995,7,1,13.92,7,1204.42,0.011557430132345859,Non-home-based non-work
Sa,1,5,-1,7,71,1988.2,6,820.86,2.42209390151792,Non-home-based non-work
Sa,1,5,3,7,68,1487.13,6,820.86,1.8116731233096997,Non-home-based non-work
Sa,1,5,1,7,1,0.0,6,820.86,0.0,Non-home-based non-work
Sa,1,5,1001,7,1,0.0,6,820.86,0.0,Non-home-based non-work
Sa,1,5,995,7,2,501.07,6,820.86,0.6104207782082206,Non-home-based non-work
Su,2,-1,-1,7,115,11638.15,46,3362.15,3.4615201582320836,Non-home-based non-work
Su,2,-1,3,7,97,10724.04,46,3362.15,3.189637583094151,Non-home-based non-work
Su,2,-1,1,7,9,578.36,46,3362.15,0.1720208794967506,Non-home-based non-work
Su,2,-1,1001,7,16,882.98,46,3362.15,0.26262361881534135,Non-home-based non-work
Su,2,-1,5,7,2,31.14,46,3362.15,0.009261930609877608,Non-home-based non-work
Su,2,-1,2,7,6,99.47,46,3362.15,0.029585235637910264,Non-home-based non-work
Su,2,-1,4,7,1,205.15,46,3362.15,0.06101750368068052,Non-home-based non-work
Su,2,2,-1,7,62,9864.42,24,1795.0,5.4954986072423395,Non-home-based non-work
Su,2,2,3,7,54,9681.44,24,1795.0,5.393559888579388,Non-home-based non-work
Su,2,2,1,7,6,148.33,24,1795.0,0.08263509749303621,Non-home-based non-work
Su,2,2,1001,7,8,182.98,24,1795.0,0.10193871866295263,Non-home-based non-work
Su,2,2,2,7,2,34.65,24,1795.0,0.019303621169916435,Non-home-based non-work
Un,2,4,-1,7,25,885.3,14,688.0,1.2867732558139535,Non-home-based non-work
Un,2,4,3,7,22,852.66,14,688.0,1.2393313953488372,Non-home-based non-work
Un,2,4,2,7,1,17.54,14,688.0,0.025494186046511626,Non-home-based non-work
Un,2,4,1001,7,3,32.64,14,688.0,0.04744186046511628,Non-home-based non-work
Un,2,4,1,7,1,7.49,14,688.0,0.010886627906976745,Non-home-based non-work
Un,2,4,4,7,1,7.61,14,688.0,0.011061046511627908,Non-home-based non-work
Sa,3,3,-1,7,990,45354.54,77,17436.4,2.6011412906333873,Non-home-based non-work
Sa,3,3,3,7,847,42765.66,77,17436.4,2.4526656878713498,Non-home-based non-work
Sa,3,3,995,7,45,0.0,77,17436.4,0.0,Non-home-based non-work
Sa,3,3,5,7,8,883.44,77,17436.4,0.0506664219678374,Non-home-based non-work
Sa,3,3,1,7,86,1655.44,77,17436.4,0.09494161638870409,Non-home-based non-work
Sa,3,3,1001,7,90,1705.45,77,17436.4,0.09780975430708173,Non-home-based non-work
Sa,3,3,2,7,2,0.0,77,17436.4,0.0,Non-home-based non-work
Sa,3,3,4,7,2,50.01,77,17436.4,0.0028681379183776463,Non-home-based non-work
Sa,0,3,-1,7,359,19759.43,53,5864.45,3.3693577402825503,Non-home-based non-work
Sa,0,3,3,7,325,18562.24,53,5864.45,3.1652141292022273,Non-home-based non-work
Sa,0,3,1,7,25,1172.1,53,5864.45,0.19986529001014586,Non-home-based non-work
Sa,0,3,1001,7,28,1197.19,53,5864.45,0.20414361108032297,Non-home-based non-work
Sa,0,3,995,7,6,0.0,53,5864.45,0.0,Non-home-based non-work
Sa,0,3,2,7,3,25.09,53,5864.45,0.0042783210701770845,Non-home-based non-work
Un,0,0,-1,7,56,2324.86,49,1468.06,1.583627372178249,Non-home-based non-work
Un,0,0,3,7,21,488.71,49,1468.06,0.3328951132787488,Non-home-based non-work
Un,0,0,4,7,7,476.13,49,1468.06,0.32432598122692535,Non-home-based non-work
Un,0,0,1001,7,34,1831.54,49,1468.06,1.2475920602700161,Non-home-based non-work
Un,0,0,1,7,26,1353.41,49,1468.06,0.9219037369044862,Non-home-based non-work
Un,0,0,5,7,1,4.62,49,1468.06,0.003147010340176832,Non-home-based non-work
Un,0,0,2,7,1,2.0,49,1468.06,0.0013623421386046893,Non-home-based non-work
Sa,4,4,-1,7,178,14445.61,20,3332.41,4.3348837628022965,Non-home-based non-work
Sa,4,4,3,7,140,12790.56,20,3332.41,3.838231190039641,Non-home-based non-work
Sa,4,4,5,7,19,1329.0,20,3332.41,0.3988104705003286,Non-home-based non-work
Sa,4,4,4,7,2,0.0,20,3332.41,0.0,Non-home-based non-work
Sa,4,4,1001,7,17,326.04,20,3332.41,0.09783910143109642,Non-home-based non-work
Sa,4,4,1,7,15,326.04,20,3332.41,0.09783910143109642,Non-home-based non-work
Sa,4,4,995,7,2,0.0,20,3332.41,0.0,Non-home-based non-work
WF,4,4,-1,7,544,19578.4,41,6390.26,3.0637877019088426,Non-home-based non-work
WF,4,4,3,7,460,17544.83,41,6390.26,2.7455580837086444,Non-home-based non-work
WF,4,4,1,7,49,704.57,41,6390.26,0.11025685965829247,Non-home-based non-work
WF,4,4,1001,7,56,704.57,41,6390.26,0.11025685965829247,Non-home-based non-work
WF,4,4,5,7,21,1329.0,41,6390.26,0.20797275854190594,Non-home-based non-work
WF,4,4,2,7,5,0.0,41,6390.26,0.0,Non-home-based non-work
WF,4,4,995,7,7,0.0,41,6390.26,0.0,Non-home-based non-work
WF,4,4,4,7,2,0.0,41,6390.26,0.0,Non-home-based non-work
TT,4,4,-1,7,646,24199.91,66,8394.68,2.882767419365598,Non-home-based non-work
TT,4,4,3,7,540,21624.25,66,8394.68,2.5759469092329903,Non-home-based non-work
TT,4,4,1,7,70,1246.66,66,8394.68,0.148505958535644,Non-home-based non-work
TT,4,4,1001,7,77,1246.66,66,8394.68,0.148505958535644,Non-home-based non-work
TT,4,4,5,7,21,1329.0,66,8394.68,0.15831455159696378,Non-home-based non-work
TT,4,4,2,7,5,0.0,66,8394.68,0.0,Non-home-based non-work
TT,4,4,995,7,8,0.0,66,8394.68,0.0,Non-home-based non-work
TT,4,4,4,7,2,0.0,66,8394.68,0.0,Non-home-based non-work
Ut,0,1,-1,7,886,19570.18,100,7521.29,2.6019712044077545,Non-home-based non-work
Ut,0,1,3,7,763,17255.65,100,7521.29,2.2942407485949885,Non-home-based non-work
Ut,0,1,995,7,33,164.45,100,7521.29,0.02186460035446047,Non-home-based non-work
Ut,0,1,1,7,66,1756.99,100,7521.29,0.2336022145137337,Non-home-based non-work
Ut,0,1,1001,7,74,1986.04,100,7521.29,0.2640557670293261,Non-home-based non-work
Ut,0,1,5,7,16,164.05,100,7521.29,0.021811417988137675,Non-home-based non-work
Ut,0,1,4,7,5,158.8,100,7521.29,0.021113399430150948,Non-home-based non-work
Ut,0,1,2,7,3,70.25,100,7521.29,0.00934015308544146,Non-home-based non-work
Sa,4,6,-1,7,8,1733.37,3,638.86,2.713223554456375,Non-home-based non-work
Sa,4,6,3,7,7,1712.89,3,638.86,2.68116645274395,Non-home-based non-work
Sa,4,6,5,7,1,20.48,3,638.86,0.032057101712425255,Non-home-based non-work
WF,4,6,-1,7,10,1749.07,6,692.19,2.52686401132637,Non-home-based non-work
WF,4,6,3,7,9,1728.59,6,692.19,2.497276759271298,Non-home-based non-work
WF,4,6,5,7,1,20.48,6,692.19,0.029587252055071584,Non-home-based non-work
TT,4,6,-1,7,16,3184.75,10,1390.88,2.289737432416887,Non-home-based non-work
TT,4,6,3,7,12,3040.3,10,1390.88,2.1858823191073276,Non-home-based non-work
TT,4,6,1,7,3,123.98,10,1390.88,0.08913781203266996,Non-home-based non-work
TT,4,6,1001,7,3,123.98,10,1390.88,0.08913781203266996,Non-home-based non-work
TT,4,6,5,7,1,20.48,10,1390.88,0.014724490969745771,Non-home-based non-work
Bo,-1,5,-1,7,119,5536.64,13,2179.2,2.540675477239354,Non-home-based non-work
Bo,-1,5,3,7,103,5045.03,13,2179.2,2.315083516886931,Non-home-based non-work
Bo,-1,5,995,7,13,245.81,13,2179.2,0.1127982745961821,Non-home-based non-work
Bo,-1,5,5,7,2,245.81,13,2179.2,0.1127982745961821,Non-home-based non-work
Bo,-1,5,1,7,1,0.0,13,2179.2,0.0,Non-home-based non-work
Bo,-1,5,1001,7,1,0.0,13,2179.2,0.0,Non-home-based non-work
Bo,2,-1,-1,7,1463,20876.46,136,11326.67,1.8431242368674994,Non-home-based non-work
Bo,2,-1,3,7,1291,13207.97,136,11326.67,1.1660947127443457,Non-home-based non-work
Bo,2,-1,1,7,94,7652.74,136,11326.67,0.6756390006948203,Non-home-based non-work
Bo,2,-1,1001,7,102,7652.74,136,11326.67,0.6756390006948203,Non-home-based non-work
Bo,2,-1,995,7,34,0.0,136,11326.67,0.0,Non-home-based non-work
Bo,2,-1,5,7,36,15.75,136,11326.67,0.0013905234283333053,Non-home-based non-work
Bo,2,-1,4,7,8,0.0,136,11326.67,0.0,Non-home-based non-work
Bo,2,5,-1,7,49,66.26,5,69.74,0.9501003728133067,Non-home-based non-work
Bo,2,5,3,7,43,66.26,5,69.74,0.9501003728133067,Non-home-based non-work
Bo,2,5,995,7,6,0.0,5,69.74,0.0,Non-home-based non-work
Da,3,4,-1,7,114,3039.8,15,1994.7,1.523938436857673,Non-home-based non-work
Da,3,4,3,7,107,3019.62,15,1994.7,1.5138216273123777,Non-home-based non-work
Da,3,4,1,7,1,0.0,15,1994.7,0.0,Non-home-based non-work
Da,3,4,1001,7,1,0.0,15,1994.7,0.0,Non-home-based non-work
Da,3,4,5,7,1,20.18,15,1994.7,0.010116809545295032,Non-home-based non-work
Da,3,4,995,7,5,0.0,15,1994.7,0.0,Non-home-based non-work
Bo,2,3,-1,7,539,8046.12,38,3389.43,2.373885874616086,Non-home-based non-work
Bo,2,3,3,7,465,6753.69,38,3389.43,1.9925739726148644,Non-home-based non-work
Bo,2,3,995,7,8,0.0,38,3389.43,0.0,Non-home-based non-work
Bo,2,3,1,7,37,1292.43,38,3389.43,0.3813119020012215,Non-home-based non-work
Bo,2,3,1001,7,41,1292.43,38,3389.43,0.3813119020012215,Non-home-based non-work
Bo,2,3,4,7,4,0.0,38,3389.43,0.0,Non-home-based non-work
Bo,2,3,5,7,25,0.0,38,3389.43,0.0,Non-home-based non-work
Un,3,2,-1,7,5,71.32,12,883.27,0.08074541193519534,Non-home-based non-work
Un,3,2,3,7,5,71.32,12,883.27,0.08074541193519534,Non-home-based non-work
Sa,2,6,-1,7,90,142.25,3,46.21,3.078338022073144,Non-home-based non-work
Sa,2,6,3,7,80,124.1,3,46.21,2.6855658948279593,Non-home-based non-work
Sa,2,6,995,7,3,12.66,3,46.21,0.27396667388011253,Non-home-based non-work
Sa,2,6,1,7,5,5.49,3,46.21,0.11880545336507249,Non-home-based non-work
Sa,2,6,1001,7,7,5.49,3,46.21,0.11880545336507249,Non-home-based non-work
Sa,2,6,2,7,2,0.0,3,46.21,0.0,Non-home-based non-work
WF,2,6,-1,7,90,142.25,5,584.21,0.24349121035244176,Non-home-based non-work
WF,2,6,3,7,80,124.1,5,584.21,0.21242361479604935,Non-home-based non-work
WF,2,6,995,7,3,12.66,5,584.21,0.021670289793053868,Non-home-based non-work
WF,2,6,1,7,5,5.49,5,584.21,0.009397305763338526,Non-home-based non-work
WF,2,6,1001,7,7,5.49,5,584.21,0.009397305763338526,Non-home-based non-work
WF,2,6,2,7,2,0.0,5,584.21,0.0,Non-home-based non-work
TT,2,6,-1,7,100,288.76,9,1330.42,0.21704424166804465,Non-home-based non-work
TT,2,6,3,7,89,254.97,9,1330.42,0.19164624704980382,Non-home-based non-work
TT,2,6,1,7,6,21.13,9,1330.42,0.015882202612708767,Non-home-based non-work
TT,2,6,1001,7,8,21.13,9,1330.42,0.015882202612708767,Non-home-based non-work
TT,2,6,995,7,3,12.66,9,1330.42,0.009515792005532087,Non-home-based non-work
TT,2,6,2,7,2,0.0,9,1330.42,0.0,Non-home-based non-work
Un,2,1,-1,7,323,8217.35,188,6036.18,1.3613493964726036,Non-home-based non-work
Un,2,1,1,7,85,1200.7,188,6036.18,0.1989171959749378,Non-home-based non-work
Un,2,1,1001,7,95,1372.0,188,6036.18,0.22729607135638763,Non-home-based non-work
Un,2,1,3,7,220,6677.31,188,6036.18,1.1062145264057732,Non-home-based non-work
Un,2,1,5,7,5,151.38,188,6036.18,0.025078774986829415,Non-home-based non-work
Un,2,1,2,7,2,13.42,188,6036.18,0.002223260406415978,Non-home-based non-work
Un,2,1,4,7,8,157.88,188,6036.18,0.026155614975033877,Non-home-based non-work
Un,2,1,995,7,3,16.66,188,6036.18,0.0027600237236132786,Non-home-based non-work
Sa,0,0,-1,7,286,6444.69,102,8228.23,0.7832413532436502,Non-home-based non-work
Sa,0,0,3,7,71,2284.65,102,8228.23,0.27765995846008196,Non-home-based non-work
Sa,0,0,1,7,136,2819.73,102,8228.23,0.3426897400777567,Non-home-based non-work
Sa,0,0,1001,7,185,3715.6,102,8228.23,0.4515673480201696,Non-home-based non-work
Sa,0,0,4,7,39,767.35,102,8228.23,0.09325820984585993,Non-home-based non-work
Sa,0,0,995,7,13,250.81,102,8228.23,0.03048164672110527,Non-home-based non-work
Sa,0,0,5,7,17,193.62,102,8228.23,0.023531184714087966,Non-home-based non-work
Sa,0,0,2,7,10,128.53,102,8228.23,0.015620613424758425,Non-home-based non-work
WF,0,0,-1,7,453,15564.53,178,20612.02,0.7551191004084025,Non-home-based non-work
WF,0,0,3,7,112,4702.22,178,20612.02,0.2281299940520143,Non-home-based non-work
WF,0,0,1,7,210,7736.98,178,20612.02,0.375362531183261,Non-home-based non-work
WF,0,0,1001,7,282,9315.03,178,20612.02,0.4519222279039124,Non-home-based non-work
WF,0,0,4,7,54,1312.92,178,20612.02,0.0636968138008793,Non-home-based non-work
WF,0,0,995,7,33,717.7,178,20612.02,0.03481948882254141,Non-home-based non-work
WF,0,0,5,7,26,829.58,178,20612.02,0.04024738962993438,Non-home-based non-work
WF,0,0,2,7,18,265.13,178,20612.02,0.012862882919772054,Non-home-based non-work
We,2,3,-1,7,398,23950.53,48,7797.75,3.0714667692603634,Non-home-based non-work
We,2,3,3,7,365,23919.37,48,7797.75,3.0674707447661183,Non-home-based non-work
We,2,3,1,7,14,20.77,48,7797.75,0.002663588855759674,Non-home-based non-work
We,2,3,1001,7,17,31.16,48,7797.75,0.003996024494245135,Non-home-based non-work
We,2,3,995,7,16,0.0,48,7797.75,0.0,Non-home-based non-work
We,2,3,2,7,2,0.0,48,7797.75,0.0,Non-home-based non-work
We,2,3,4,7,1,10.39,48,7797.75,0.0013324356384854606,Non-home-based non-work
Un,-1,5,-1,7,18,1569.27,13,975.68,1.6083859462118728,Non-home-based non-work
Un,-1,5,3,7,16,1537.44,13,975.68,1.5757625450967532,Non-home-based non-work
Un,-1,5,1,7,1,15.79,13,975.68,0.016183584781895702,Non-home-based non-work
Un,-1,5,1001,7,2,31.83,13,975.68,0.03262340111511971,Non-home-based non-work
Un,-1,5,4,7,1,16.05,13,975.68,0.01645006559527714,Non-home-based non-work
Un,2,5,-1,7,3,1268.34,3,495.16,2.56147507876242,Non-home-based non-work
Un,2,5,3,7,3,1268.34,3,495.16,2.56147507876242,Non-home-based non-work
We,1,4,-1,7,27,83.87,4,1173.73,0.07145595665101855,Non-home-based non-work
We,1,4,1,7,6,21.54,4,1173.73,0.018351750402562768,Non-home-based non-work
We,1,4,1001,7,6,21.54,4,1173.73,0.018351750402562768,Non-home-based non-work
We,1,4,3,7,21,62.33,4,1173.73,0.05310420624845578,Non-home-based non-work
Un,4,4,-1,7,27,2058.92,18,1070.31,1.9236669749885549,Non-home-based non-work
Un,4,4,3,7,14,1516.83,18,1070.31,1.4171875437957226,Non-home-based non-work
Un,4,4,1,7,13,542.09,18,1070.31,0.506479431192832,Non-home-based non-work
Un,4,4,1001,7,13,542.09,18,1070.31,0.506479431192832,Non-home-based non-work
Un,3,1,-1,7,99,2651.81,75,2138.04,1.2402995266692858,Non-home-based non-work
Un,3,1,3,7,79,2124.93,75,2138.04,0.9938682157490037,Non-home-based non-work
Un,3,1,995,7,9,3.91,75,2138.04,0.001828777759069054,Non-home-based non-work
Un,3,1,1,7,8,500.85,75,2138.04,0.2342566088567099,Non-home-based non-work
Un,3,1,1001,7,9,511.54,75,2138.04,0.2392565153130905,Non-home-based non-work
Un,3,1,2,7,1,10.68,75,2138.04,0.004995229275411124,Non-home-based non-work
Un,3,1,5,7,2,11.42,75,2138.04,0.005341340667153093,Non-home-based non-work
Su,-1,4,-1,7,3,54.72,8,123.61,0.4426826308551088,Non-home-based non-work
Su,-1,4,3,7,3,54.72,8,123.61,0.4426826308551088,Non-home-based non-work
Su,3,-1,-1,7,34,10628.66,13,1645.02,6.461112934797145,Non-home-based non-work
Su,3,-1,3,7,32,9830.35,13,1645.02,5.975824002139792,Non-home-based non-work
Su,3,-1,1,7,2,798.32,13,1645.02,0.48529501161080113,Non-home-based non-work
Su,3,-1,1001,7,2,798.32,13,1645.02,0.48529501161080113,Non-home-based non-work
Su,3,4,-1,7,2,39.61,2,30.19,1.312023848956608,Non-home-based non-work
Su,3,4,3,7,2,39.61,2,30.19,1.312023848956608,Non-home-based non-work
Sa,0,5,-1,7,63,3491.06,6,708.65,4.926352924574896,Non-home-based non-work
Sa,0,5,3,7,58,3239.93,6,708.65,4.571974881817541,Non-home-based non-work
Sa,0,5,5,7,2,19.8,6,708.65,0.02794045015169689,Non-home-based non-work
Sa,0,5,1,7,2,19.8,6,708.65,0.02794045015169689,Non-home-based non-work
Sa,0,5,1001,7,2,19.8,6,708.65,0.02794045015169689,Non-home-based non-work
Sa,0,5,995,7,1,211.53,6,708.65,0.29849714245396175,Non-home-based non-work
Sa,3,5,-1,7,80,942.56,4,1412.52,0.6672896666949848,Non-home-based non-work
Sa,3,5,1,7,6,75.88,4,1412.52,0.053719593350890604,Non-home-based non-work
Sa,3,5,1001,7,6,75.88,4,1412.52,0.053719593350890604,Non-home-based non-work
Sa,3,5,3,7,71,866.68,4,1412.52,0.6135700733440942,Non-home-based non-work
Sa,3,5,995,7,3,0.0,4,1412.52,0.0,Non-home-based non-work
Sa,2,5,-1,7,32,1558.43,11,1017.31,1.531912593014912,Non-home-based non-work
Sa,2,5,3,7,23,886.1,11,1017.31,0.8710225988145207,Non-home-based non-work
Sa,2,5,1,7,4,325.59,11,1017.31,0.3200499356145128,Non-home-based non-work
